Date,Actual,ARIMA_Forecast,Error,Absolute_Error,Percentage_Error
2024-02-01,1044.3938,1049.3395439427893,-4.94574394278925,4.94574394278925,0.47355163759007846
2024-03-01,1034.8498,1042.8532605412352,-8.0034605412352,8.0034605412352,0.773393447168391
2024-04-01,1040.0418,1032.3428366086202,7.698963391379721,7.698963391379721,0.7402551889144957
2024-05-01,1048.8447,1042.446724811274,6.39797518872615,6.39797518872615,0.6100021470029022
2024-06-01,1059.8888,1050.8467595044226,9.04204049557734,9.04204049557734,0.8531121845591103
2024-07-01,1063.4737,1062.7233935841232,0.7503064158768211,0.7503064158768211,0.07055241853905941
2024-08-01,1071.6994,1063.7088269951157,7.990573004884254,7.990573004884254,0.7455983464098472
2024-09-01,1073.2877,1074.203956052873,-0.9162560528729955,0.9162560528729955,0.08536910027693372
2024-10-01,1074.2853,1073.0007545919761,1.2845454080238596,1.2845454080238596,0.11957209207124585
2024-11-01,1080.2831,1074.6877509008734,5.595349099126679,5.595349099126679,0.5179521089542805
2024-12-01,1105.8096,1082.0369647738432,23.772635226156808,23.772635226156808,2.1497946143854065
2025-01-01,1057.0828,1113.2855305280175,-56.20273052801758,56.20273052801758,5.316776559794331
2025-02-01,1041.525,1040.1577475082638,1.3672524917362807,1.3672524917362807,0.13127409248326066
2025-03-01,1025.6573,1041.9224717990141,-16.26517179901407,16.26517179901407,1.5858290872608296
2025-04-01,1024.9016,1020.8159096423271,4.0856903576727746,4.0856903576727746,0.3986422069857999
2025-05-01,1031.8308,1026.113461157355,5.717338842644949,5.717338842644949,0.5540965478685991
2025-06-01,1040.1285,1033.5356391389664,6.592860861033614,6.592860861033614,0.6338506118266747
2025-07-01,1044.0753,1042.097369389379,1.9779306106208878,1.9779306106208878,0.1894432911707506
2025-08-01,1049.7205,1044.66604260418,5.054457395820009,5.054457395820009,0.481505066903048
2025-09-01,1049.0232,1051.230612347892,-2.207412347891932,2.207412347891932,0.2104255032578814
2025-10-01,1052.5941,1048.364063288763,4.230036711237062,4.230036711237062,0.40186779607039996
