Date,Actual,ARIMA_Forecast,SARIMA_Forecast,ARIMA_Error,SARIMA_Error,ARIMA_Abs_Error,SARIMA_Abs_Error
2024-12-01,1105.8096,1082.0369647738432,1098.5192743192347,23.772635226156808,7.290325680765363,23.772635226156808,7.290325680765363
2025-01-01,1057.0828,1113.2855305280175,1103.305021208912,-56.20273052801758,-46.22222120891206,56.20273052801758,46.22222120891206
2025-02-01,1041.525,1040.1577475082638,1031.8803622635237,1.3672524917362807,9.644637736476398,1.3672524917362807,9.644637736476398
2025-03-01,1025.6573,1041.9224717990141,1037.8128264878887,-16.26517179901407,-12.155526487888665,16.26517179901407,12.155526487888665
2025-04-01,1024.9016,1020.8159096423271,1033.7550023893505,4.0856903576727746,-8.85340238935055,4.0856903576727746,8.85340238935055
2025-05-01,1031.8308,1026.113461157355,1025.9579532508835,5.717338842644949,5.872846749116434,5.717338842644949,5.872846749116434
2025-06-01,1040.1285,1033.5356391389664,1039.8611229545384,6.592860861033614,0.2673770454616715,6.592860861033614,0.2673770454616715
2025-07-01,1044.0753,1042.097369389379,1043.0391239228031,1.9779306106208878,1.036176077196842,1.9779306106208878,1.036176077196842
2025-08-01,1049.7205,1044.66604260418,1049.7435264417227,5.054457395820009,-0.023026441722777236,5.054457395820009,0.023026441722777236
2025-09-01,1049.0232,1051.230612347892,1052.591493833564,-2.207412347891932,-3.5682938335639847,2.207412347891932,3.5682938335639847
2025-10-01,1052.5941,1048.364063288763,1049.218273206994,4.230036711237062,3.3758267930061265,4.230036711237062,3.3758267930061265
